,text,words,keys,values
639,"Tengo que irme el jueves veintiocho de octubre a las ocho en punto de la mañana.
","['tengo', 'que', 'irme', 'el', 'jueves', 'veintiocho', 'de', 'octubre', 'a', 'las', 'ocho', 'en', 'punto', 'de', 'la', 'mañana']","['tengo', 'que', 'irme', 'el', 'jueves', 'veintiocho', 'de', 'octubre', 'a', 'las', 'ocho', 'en', 'punto', 'de', 'la', 'mañana']","['i', 'should', 'leave', 'on', 'thursday', 'october', 'the', 'twentyeighth', 'at', 'eight', 'oclock', 'in', 'the', 'morning']"
640,"¿Podría despertarme a las diez y media, por favor?
","['podría', 'despertarme', 'a', 'las', 'diez', 'y', 'media', 'por', 'favor']","['podría', 'despertarme', 'a', 'las', 'diez', 'y', 'media', 'por', 'favor']","['could', 'you', 'wake', 'me', 'up', 'at', 'half', 'past', 'ten', 'please']"
641,"Quisiera que me despertara a la una, por favor.
","['quisiera', 'que', 'me', 'despertara', 'a', 'la', 'una', 'por', 'favor']","['quisiera', 'que', 'me', 'despertara', 'a', 'la', 'una', 'por', 'favor']","['i', 'would', 'like', 'you', 'to', 'wake', 'me', 'up', 'at', 'one', 'please']"
642,"Nos iremos el once.
","['nos', 'iremos', 'el', 'once']","['nos', 'iremos', 'el', 'once']","['we', 'are', 'leaving', 'on', 'the', 'eleventh']"
643,"¿Cuántas?
",['cuántas'],['cuántas'],"['how', 'many']"
644,"Tengo una reserva a nombre del señor Borrás.
","['tengo', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'borrás']","['tengo', 'una', 'reserva', 'a', 'nombre', 'del', 'señor', 'borrás']","['i', 'have', 'a', 'reservation', 'for', 'mr', 'borrás']"
645,"¿Pueden llevarme las maletas al autobús?
","['pueden', 'llevarme', 'las', 'maletas', 'al', 'autobús']","['pueden', 'llevarme', 'las', 'maletas', 'al', 'autobús']","['can', 'you', 'send', 'the', 'suitcases', 'to', 'the', 'bus']"
646,"Se produjo una equivocación en mi cuenta.
","['se', 'produjo', 'una', 'equivocación', 'en', 'mi', 'cuenta']","['se', 'produjo', 'una', 'equivocación', 'en', 'mi', 'cuenta']","['there', 'was', 'a', 'mistake', 'in', 'my', 'bill']"
647,"¿Podría ver una habitación, por favor?
","['podría', 'ver', 'una', 'habitación', 'por', 'favor']","['podría', 'ver', 'una', 'habitación', 'por', 'favor']","['could', 'i', 'see', 'a', 'room', 'please']"
648,"Por favor, haga la factura de la habitación nueve catorce.
","['por', 'favor', 'haga', 'la', 'factura', 'de', 'la', 'habitación', 'nueve', 'catorce']","['por', 'favor', 'haga', 'la', 'factura', 'de', 'la', 'habitación', 'nueve', 'catorce']","['please', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'nine', 'one', 'four']"
649,"¿Podrían subir nuestros bultos a la cuatrocientos setenta y cuatro?
","['podrían', 'subir', 'nuestros', 'bultos', 'a', 'la', 'cuatrocientos', 'setenta', 'y', 'cuatro']","['podrían', 'subir', 'nuestros', 'bultos', 'a', 'la', 'cuatrocientos', 'setenta', 'y', 'cuatro']","['could', 'you', 'send', 'up', 'our', 'luggage', 'to', 'room', 'number', 'four', 'seven', 'four']"
650,"¿Tienen habitaciones tranquilas libres?
","['tienen', 'habitaciones', 'tranquilas', 'libres']","['tienen', 'habitaciones', 'tranquilas', 'libres']","['do', 'you', 'have', 'any', 'quiet', 'rooms', 'available']"
651,"He reservado una habitación hasta el día uno de noviembre a nombre del señor Víctor Lobo, por favor.
","['he', 'reservado', 'una', 'habitación', 'hasta', 'el', 'día', 'uno', 'de', 'noviembre', 'a', 'nombre', 'del', 'señor', 'víctor', 'lobo', 'por', 'favor']","['he', 'reservado', 'una', 'habitación', 'hasta', 'el', 'día', 'uno', 'de', 'noviembre', 'a', 'nombre', 'del', 'señor', 'víctor', 'lobo', 'por', 'favor']","['i', 'have', 'booked', 'a', 'room', 'until', 'november', 'the', 'first', 'for', 'mr', 'víctor', 'lobo']"
652,"¿Están apuntados los extras?
","['están', 'apuntados', 'los', 'extras']","['están', 'apuntados', 'los', 'extras']","['are', 'extras', 'included']"
653,"Tenemos reservada una habitación hasta el próximo domingo a nombre del señor Ángel Viciano.
","['tenemos', 'reservada', 'una', 'habitación', 'hasta', 'el', 'próximo', 'domingo', 'a', 'nombre', 'del', 'señor', 'ángel', 'viciano']","['tenemos', 'reservada', 'una', 'habitación', 'hasta', 'el', 'próximo', 'domingo', 'a', 'nombre', 'del', 'señor', 'ángel', 'viciano']","['we', 'have', 'booked', 'a', 'room', 'until', 'next', 'sunday', 'for', 'mr', 'ángel', 'viciano']"
654,"¿Nos podría dar la llave de mi habitación, por favor?
","['nos', 'podría', 'dar', 'la', 'llave', 'de', 'mi', 'habitación', 'por', 'favor']","['nos', 'podría', 'dar', 'la', 'llave', 'de', 'mi', 'habitación', 'por', 'favor']","['could', 'you', 'give', 'us', 'the', 'key', 'to', 'my', 'room', 'please']"
655,"Por favor, ¿pueden hacerme la factura de la habitación doscientos doce?
","['por', 'favor', 'pueden', 'hacerme', 'la', 'factura', 'de', 'la', 'habitación', 'doscientos', 'doce']","['por', 'favor', 'pueden', 'hacerme', 'la', 'factura', 'de', 'la', 'habitación', 'doscientos', 'doce']","['can', 'you', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'two', 'one', 'two', 'for', 'me', 'please']"
656,"Por favor, ¿me podría bajar el equipaje a la habitación?
","['por', 'favor', 'me', 'podría', 'bajar', 'el', 'equipaje', 'a', 'la', 'habitación']","['por', 'favor', 'me', 'podría', 'bajar', 'el', 'equipaje', 'a', 'la', 'habitación']","['could', 'you', 'send', 'down', 'my', 'luggage', 'to', 'the', 'room', 'please']"
657,"¿Podríamos reservar dos habitaciones individuales para hoy?
","['podríamos', 'reservar', 'dos', 'habitaciones', 'individuales', 'para', 'hoy']","['podríamos', 'reservar', 'dos', 'habitaciones', 'individuales', 'para', 'hoy']","['could', 'we', 'book', 'two', 'single', 'rooms', 'for', 'today']"
658,"¿Tiene libre alguna habitación individual y tranquila?
","['tiene', 'libre', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['tiene', 'libre', 'alguna', 'habitación', 'individual', 'y', 'tranquila']","['do', 'you', 'have', 'a', 'quiet', 'single', 'room', 'available']"
659,"Déme la llave de la habitación número tres diez.
","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'tres', 'diez']","['déme', 'la', 'llave', 'de', 'la', 'habitación', 'número', 'tres', 'diez']","['give', 'me', 'the', 'key', 'to', 'room', 'number', 'three', 'one', 'oh']"
660,"Hemos reservado una habitación para hoy.
","['hemos', 'reservado', 'una', 'habitación', 'para', 'hoy']","['hemos', 'reservado', 'una', 'habitación', 'para', 'hoy']","['we', 'have', 'booked', 'a', 'room', 'for', 'today']"
661,"En la habitación hay demasiado ruido.
","['en', 'la', 'habitación', 'hay', 'demasiado', 'ruido']","['en', 'la', 'habitación', 'hay', 'demasiado', 'ruido']","['there', 'is', 'too', 'much', 'noise', 'in', 'the', 'room']"
662,"Nos hemos de ir el día uno por la mañana.
","['nos', 'hemos', 'de', 'ir', 'el', 'día', 'uno', 'por', 'la', 'mañana']","['nos', 'hemos', 'de', 'ir', 'el', 'día', 'uno', 'por', 'la', 'mañana']","['we', 'should', 'leave', 'on', 'the', 'first', 'in', 'the', 'morning']"
663,"Desearía una habitación individual y tranquila, por favor.
","['desearía', 'una', 'habitación', 'individual', 'y', 'tranquila', 'por', 'favor']","['desearía', 'una', 'habitación', 'individual', 'y', 'tranquila', 'por', 'favor']","['i', 'would', 'like', 'a', 'quiet', 'single', 'room', 'please']"
664,"Quisiéramos una habitación doble y tranquila.
","['quisiéramos', 'una', 'habitación', 'doble', 'y', 'tranquila']","['quisiéramos', 'una', 'habitación', 'doble', 'y', 'tranquila']","['we', 'want', 'a', 'quiet', 'double', 'room']"
665,"Quiero que me despierten mañana a las doce menos cuarto.
","['quiero', 'que', 'me', 'despierten', 'mañana', 'a', 'las', 'doce', 'menos', 'cuarto']","['quiero', 'que', 'me', 'despierten', 'mañana', 'a', 'las', 'doce', 'menos', 'cuarto']","['i', 'want', 'you', 'to', 'wake', 'me', 'up', 'tomorrow', 'at', 'a', 'quarter', 'to', 'twelve']"
666,"Por favor, ¿podría usted despertarnos a la una y cuarto?
","['por', 'favor', 'podría', 'usted', 'despertarnos', 'a', 'la', 'una', 'y', 'cuarto']","['por', 'favor', 'podría', 'usted', 'despertarnos', 'a', 'la', 'una', 'y', 'cuarto']","['could', 'you', 'wake', 'us', 'up', 'at', 'a', 'quarter', 'past', 'one', 'please']"
667,"Vamos a irnos el día quince a las nueve menos cuarto de la mañana.
","['vamos', 'a', 'irnos', 'el', 'día', 'quince', 'a', 'las', 'nueve', 'menos', 'cuarto', 'de', 'la', 'mañana']","['vamos', 'a', 'irnos', 'el', 'día', 'quince', 'a', 'las', 'nueve', 'menos', 'cuarto', 'de', 'la', 'mañana']","['we', 'are', 'leaving', 'on', 'the', 'fifteenth', 'at', 'a', 'quarter', 'to', 'nine', 'in', 'the', 'morning']"
668,"¿Están apuntados los impuestos?
","['están', 'apuntados', 'los', 'impuestos']","['están', 'apuntados', 'los', 'impuestos']","['are', 'taxes', 'included']"
669,"Por favor, me llama a un taxi.
","['por', 'favor', 'me', 'llama', 'a', 'un', 'taxi']","['por', 'favor', 'me', 'llama', 'a', 'un', 'taxi']","['could', 'you', 'call', 'a', 'taxi', 'for', 'me', 'please']"
670,"¿Me baja las bolsas de viaje a recepción?
","['me', 'baja', 'las', 'bolsas', 'de', 'viaje', 'a', 'recepción']","['me', 'baja', 'las', 'bolsas', 'de', 'viaje', 'a', 'recepción']","['could', 'you', 'send', 'the', 'travel', 'bags', 'down', 'to', 'reception']"
671,"Por favor, nos hace la cuenta de la habitación siete treinta y dos.
","['por', 'favor', 'nos', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'siete', 'treinta', 'y', 'dos']","['por', 'favor', 'nos', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'siete', 'treinta', 'y', 'dos']","['could', 'you', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'seven', 'three', 'two', 'for', 'us', 'please']"
672,"Tengo reservada una habitación para dieciocho días a nombre del señor y la señora Cabo.
","['tengo', 'reservada', 'una', 'habitación', 'para', 'dieciocho', 'días', 'a', 'nombre', 'del', 'señor', 'y', 'la', 'señora', 'cabo']","['tengo', 'reservada', 'una', 'habitación', 'para', 'dieciocho', 'días', 'a', 'nombre', 'del', 'señor', 'y', 'la', 'señora', 'cabo']","['i', 'have', 'booked', 'a', 'room', 'for', 'eighteen', 'days', 'for', 'mr', 'and', 'mrs', 'cabo']"
673,"¿Hay habitaciones libres con baño?
","['hay', 'habitaciones', 'libres', 'con', 'baño']","['hay', 'habitaciones', 'libres', 'con', 'baño']","['are', 'there', 'any', 'rooms', 'with', 'a', 'bath', 'available']"
674,"Por favor, ¿pueden hacernos la cuenta?
","['por', 'favor', 'pueden', 'hacernos', 'la', 'cuenta']","['por', 'favor', 'pueden', 'hacernos', 'la', 'cuenta']","['can', 'you', 'make', 'out', 'the', 'bill', 'for', 'us', 'please']"
675,"Reservé una habitación doble y tranquila con televisión para esta noche a nombre de la señorita Marina Miralles, por favor.
","['reservé', 'una', 'habitación', 'doble', 'y', 'tranquila', 'con', 'televisión', 'para', 'esta', 'noche', 'a', 'nombre', 'de', 'la', 'señorita', 'marina', 'miralles', 'por', 'favor']","['reservé', 'una', 'habitación', 'doble', 'y', 'tranquila', 'con', 'televisión', 'para', 'esta', 'noche', 'a', 'nombre', 'de', 'la', 'señorita', 'marina', 'miralles', 'por', 'favor']","['i', 'booked', 'a', 'quiet', 'double', 'room', 'with', 'a', 'tv', 'for', 'tonight', 'for', 'miss', 'marina', 'miralles']"
676,"Creo que se produjo un problema en la cuenta de la habitación siete ocho seis.
","['creo', 'que', 'se', 'produjo', 'un', 'problema', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'siete', 'ocho', 'seis']","['creo', 'que', 'se', 'produjo', 'un', 'problema', 'en', 'la', 'cuenta', 'de', 'la', 'habitación', 'siete', 'ocho', 'seis']","['i', 'think', 'that', 'there', 'was', 'a', 'problem', 'in', 'the', 'bill', 'for', 'room', 'number', 'seven', 'eight', 'six']"
677,"¿Tienen habitaciones libres con teléfono?
","['tienen', 'habitaciones', 'libres', 'con', 'teléfono']","['tienen', 'habitaciones', 'libres', 'con', 'teléfono']","['do', 'you', 'have', 'any', 'rooms', 'with', 'a', 'telephone', 'available']"
678,"Voy a marcharme hoy mismo por la tarde.
","['voy', 'a', 'marcharme', 'hoy', 'mismo', 'por', 'la', 'tarde']","['voy', 'a', 'marcharme', 'hoy', 'mismo', 'por', 'la', 'tarde']","['i', 'am', 'leaving', 'today', 'in', 'the', 'afternoon']"
679,"Hemos de marcharnos hoy mismo a las doce de la mañana.
","['hemos', 'de', 'marcharnos', 'hoy', 'mismo', 'a', 'las', 'doce', 'de', 'la', 'mañana']","['hemos', 'de', 'marcharnos', 'hoy', 'mismo', 'a', 'las', 'doce', 'de', 'la', 'mañana']","['we', 'should', 'leave', 'today', 'at', 'twelve', 'in', 'the', 'morning']"
680,"Hemos de marcharnos el lunes por la noche.
","['hemos', 'de', 'marcharnos', 'el', 'lunes', 'por', 'la', 'noche']","['hemos', 'de', 'marcharnos', 'el', 'lunes', 'por', 'la', 'noche']","['we', 'should', 'leave', 'on', 'monday', 'evening']"
681,"Deseo una habitación con tele, ducha y teléfono.
","['deseo', 'una', 'habitación', 'con', 'tele', 'ducha', 'y', 'teléfono']","['deseo', 'una', 'habitación', 'con', 'tele', 'ducha', 'y', 'teléfono']","['i', 'want', 'a', 'room', 'with', 'a', 'tv', 'a', 'shower', 'and', 'a', 'telephone']"
682,"Reservé una habitación para hoy a nombre del señor Rafael Soler.
","['reservé', 'una', 'habitación', 'para', 'hoy', 'a', 'nombre', 'del', 'señor', 'rafael', 'soler']","['reservé', 'una', 'habitación', 'para', 'hoy', 'a', 'nombre', 'del', 'señor', 'rafael', 'soler']","['i', 'booked', 'a', 'room', 'for', 'today', 'for', 'mr', 'rafael', 'soler']"
683,"¿Podría reservar una habitación doble?
","['podría', 'reservar', 'una', 'habitación', 'doble']","['podría', 'reservar', 'una', 'habitación', 'doble']","['could', 'i', 'book', 'a', 'double', 'room']"
684,"Por favor, deseamos una habitación hasta el día veintiocho.
","['por', 'favor', 'deseamos', 'una', 'habitación', 'hasta', 'el', 'día', 'veintiocho']","['por', 'favor', 'deseamos', 'una', 'habitación', 'hasta', 'el', 'día', 'veintiocho']","['we', 'want', 'a', 'room', 'until', 'the', 'twentyeighth', 'please']"
685,"¿Tiene libre una habitación individual y tranquila?
","['tiene', 'libre', 'una', 'habitación', 'individual', 'y', 'tranquila']","['tiene', 'libre', 'una', 'habitación', 'individual', 'y', 'tranquila']","['do', 'you', 'have', 'a', 'quiet', 'single', 'room', 'available']"
686,"Por favor, desearíamos cambiarnos a otra habitación con televisión y cuarto de baño.
","['por', 'favor', 'desearíamos', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'televisión', 'y', 'cuarto', 'de', 'baño']","['por', 'favor', 'desearíamos', 'cambiarnos', 'a', 'otra', 'habitación', 'con', 'televisión', 'y', 'cuarto', 'de', 'baño']","['we', 'would', 'like', 'to', 'move', 'to', 'a', 'room', 'with', 'a', 'tv', 'and', 'a', 'bathroom', 'please']"
687,"¿Tiene habitaciones individuales y tranquilas libres?
","['tiene', 'habitaciones', 'individuales', 'y', 'tranquilas', 'libres']","['tiene', 'habitaciones', 'individuales', 'y', 'tranquilas', 'libres']","['do', 'you', 'have', 'any', 'quiet', 'single', 'rooms', 'available']"
688,"¿Podría cambiarnos de habitación?
","['podría', 'cambiarnos', 'de', 'habitación']","['podría', 'cambiarnos', 'de', 'habitación']","['can', 'you', 'change', 'our', 'room']"
689,"¿Están anotados todos los impuestos?
","['están', 'anotados', 'todos', 'los', 'impuestos']","['están', 'anotados', 'todos', 'los', 'impuestos']","['are', 'all', 'taxes', 'included']"
690,"Pídame un taxi.
","['pídame', 'un', 'taxi']","['pídame', 'un', 'taxi']","['could', 'you', 'ask', 'for', 'a', 'taxi', 'for', 'me', 'please']"
691,"Tengo reservada una habitación a nombre del señor Ortiz.
","['tengo', 'reservada', 'una', 'habitación', 'a', 'nombre', 'del', 'señor', 'ortiz']","['tengo', 'reservada', 'una', 'habitación', 'a', 'nombre', 'del', 'señor', 'ortiz']","['i', 'have', 'booked', 'a', 'room', 'for', 'mr', 'ortiz']"
692,"Vamos a marcharnos el domingo a las nueve en punto de la mañana.
","['vamos', 'a', 'marcharnos', 'el', 'domingo', 'a', 'las', 'nueve', 'en', 'punto', 'de', 'la', 'mañana']","['vamos', 'a', 'marcharnos', 'el', 'domingo', 'a', 'las', 'nueve', 'en', 'punto', 'de', 'la', 'mañana']","['we', 'are', 'leaving', 'on', 'sunday', 'at', 'nine', 'oclock', 'in', 'the', 'morning']"
693,"¿Nos querrían llamar a un taxi?
","['nos', 'querrían', 'llamar', 'a', 'un', 'taxi']","['nos', 'querrían', 'llamar', 'a', 'un', 'taxi']","['would', 'you', 'call', 'a', 'taxi', 'for', 'us', 'please']"
694,"¡Muchas gracias!
","['muchas', 'gracias']","['muchas', 'gracias']","['thank', 'you', 'very', 'much']"
695,"¿Podría bajar nuestra maleta a nuestra habitación?
","['podría', 'bajar', 'nuestra', 'maleta', 'a', 'nuestra', 'habitación']","['podría', 'bajar', 'nuestra', 'maleta', 'a', 'nuestra', 'habitación']","['could', 'you', 'send', 'down', 'our', 'suitcase', 'to', 'our', 'room']"
696,"Tengo una reserva.
","['tengo', 'una', 'reserva']","['tengo', 'una', 'reserva']","['i', 'have', 'a', 'reservation']"
697,"¿Pueden despertarme ustedes mañana a la una y cuarto?
","['pueden', 'despertarme', 'ustedes', 'mañana', 'a', 'la', 'una', 'y', 'cuarto']","['pueden', 'despertarme', 'ustedes', 'mañana', 'a', 'la', 'una', 'y', 'cuarto']","['can', 'you', 'wake', 'me', 'up', 'tomorrow', 'at', 'a', 'quarter', 'past', 'one']"
698,"Por favor, nos hace la cuenta de la habitación cuatrocientos diecinueve.
","['por', 'favor', 'nos', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'cuatrocientos', 'diecinueve']","['por', 'favor', 'nos', 'hace', 'la', 'cuenta', 'de', 'la', 'habitación', 'cuatrocientos', 'diecinueve']","['could', 'you', 'make', 'out', 'the', 'bill', 'for', 'room', 'number', 'four', 'one', 'nine', 'for', 'us', 'please']"
699,"Existe una equivocación.
","['existe', 'una', 'equivocación']","['existe', 'una', 'equivocación']","['there', 'is', 'a', 'mistake']"
700,"Por favor, hemos hecho una reserva.
","['por', 'favor', 'hemos', 'hecho', 'una', 'reserva']","['por', 'favor', 'hemos', 'hecho', 'una', 'reserva']","['we', 'have', 'made', 'a', 'reservation']"
701,"Por favor, lleve mis bolsas de viaje a la habitación.
","['por', 'favor', 'lleve', 'mis', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación']","['por', 'favor', 'lleve', 'mis', 'bolsas', 'de', 'viaje', 'a', 'la', 'habitación']","['please', 'send', 'my', 'travel', 'bags', 'to', 'the', 'room']"
702,"¿Tiene libre una habitación tranquila?
","['tiene', 'libre', 'una', 'habitación', 'tranquila']","['tiene', 'libre', 'una', 'habitación', 'tranquila']","['do', 'you', 'have', 'a', 'quiet', 'room', 'available']"
703,"Tenemos reservadas dos habitaciones para una noche.
","['tenemos', 'reservadas', 'dos', 'habitaciones', 'para', 'una', 'noche']","['tenemos', 'reservadas', 'dos', 'habitaciones', 'para', 'una', 'noche']","['we', 'have', 'booked', 'two', 'rooms', 'for', 'a', 'night']"
704,"¿Me podrían repasar mi factura?
","['me', 'podrían', 'repasar', 'mi', 'factura']","['me', 'podrían', 'repasar', 'mi', 'factura']","['could', 'you', 'check', 'my', 'bill', 'for', 'me', 'please']"
